environment,item,criterion,cue,cueValue,year
Italy,Palermo,689720.0,Po Valley,0,1995
Italy,Genoa,653872.0,Regional Capital,1,1995
Italy,Genoa,653872.0,Serie A,1,1995
Italy,Genoa,653872.0,Rail Station,1,1995
Italy,Genoa,653872.0,Airport,1,1995
Italy,Genoa,653872.0,National Capital,0,1995
Italy,Genoa,653872.0,University,1,1995
Italy,Genoa,653872.0,Serie B,0,1995
Italy,Genoa,653872.0,Po Valley,1,1995
Italy,Bologna,378707.0,Regional Capital,1,1995
Italy,Bologna,378707.0,Serie A,0,1995
Italy,Bologna,378707.0,Rail Station,1,1995
Italy,Bologna,378707.0,Airport,1,1995
Italy,Bologna,378707.0,National Capital,0,1995
Italy,Bologna,378707.0,University,1,1995
Italy,Bologna,378707.0,Serie B,0,1995
Italy,Bologna,378707.0,Po Valley,1,1995
Italy,Florence,385313.0,Regional Capital,1,1995
Italy,Florence,385313.0,Serie A,1,1995
Italy,Florence,385313.0,Rail Station,1,1995
Italy,Florence,385313.0,Airport,1,1995
Italy,Florence,385313.0,National Capital,0,1995
Italy,Florence,385313.0,University,1,1995
Italy,Florence,385313.0,Serie B,0,1995
Italy,Florence,385313.0,Po Valley,0,1995
Italy,Bari,334410.0,Regional Capital,1,1995
Italy,Bari,334410.0,Serie A,1,1995
Italy,Bari,334410.0,Rail Station,1,1995
Italy,Bari,334410.0,Airport,1,1995
Italy,Bari,334410.0,National Capital,0,1995
Italy,Bari,334410.0,University,1,1995
Italy,Bari,334410.0,Serie B,0,1995
Italy,Bari,334410.0,Po Valley,0,1995
Italy,Catania,326841.0,Regional Capital,0,1995
Italy,Catania,326841.0,Serie A,0,1995
Italy,Catania,326841.0,Rail Station,1,1995
Italy,Catania,326841.0,Airport,1,1995
Italy,Catania,326841.0,National Capital,0,1995
Italy,Catania,326841.0,University,1,1995
Italy,Catania,326841.0,Serie B,1,1995
Italy,Catania,326841.0,Po Valley,0,1995
Italy,Venice,296612.0,Regional Capital,1,1995
Italy,Venice,296612.0,Serie A,0,1995
Italy,Venice,296612.0,Rail Station,1,1995
Italy,Venice,296612.0,Airport,1,1995
Italy,Venice,296612.0,National Capital,0,1995
Italy,Venice,296612.0,University,1,1995
Italy,Venice,296612.0,Serie B,1,1995
Italy,Venice,296612.0,Po Valley,1,1995
Italy,Verona,251299.0,Regional Capital,0,1995
Italy,Verona,251299.0,Serie A,0,1995
Italy,Verona,251299.0,Rail Station,1,1995
Italy,Verona,251299.0,Airport,1,1995
Italy,Verona,251299.0,National Capital,0,1995
Italy,Verona,251299.0,University,1,1995
Italy,Verona,251299.0,Serie B,1,1995
Italy,Verona,251299.0,Po Valley,1,1995
Italy,Messina,236166.0,Regional Capital,0,1995
Italy,Messina,236166.0,Serie A,0,1995
Italy,Messina,236166.0,Rail Station,1,1995
Italy,Messina,236166.0,Airport,0,1995
Italy,Messina,236166.0,National Capital,0,1995
Italy,Messina,236166.0,University,1,1995
Italy,Messina,236166.0,Serie B,0,1995
Italy,Messina,236166.0,Po Valley,0,1995
Italy,Padua,208949.0,Regional Capital,0,1995
Italy,Padua,208949.0,Serie A,1,1995
Italy,Padua,208949.0,Rail Station,1,1995
Italy,Padua,208949.0,Airport,1,1995
Italy,Padua,208949.0,National Capital,0,1995
Italy,Padua,208949.0,University,1,1995
Italy,Padua,208949.0,Serie B,0,1995
Italy,Padua,208949.0,Po Valley,1,1995
Italy,Trieste,223413.0,Regional Capital,1,1995
Italy,Trieste,223413.0,Serie A,0,1995
Italy,Trieste,223413.0,Rail Station,1,1995
Italy,Trieste,223413.0,Airport,1,1995
Italy,Trieste,223413.0,National Capital,0,1995
Italy,Trieste,223413.0,University,1,1995
Italy,Trieste,223413.0,Serie B,0,1995
Italy,Trieste,223413.0,Po Valley,1,1995
Italy,Brescia,189998.0,Regional Capital,0,1995
Italy,Brescia,189998.0,Serie A,1,1995
Italy,Brescia,189998.0,Rail Station,1,1995
Italy,Brescia,189998.0,Airport,1,1995
Italy,Brescia,189998.0,National Capital,0,1995
Italy,Brescia,189998.0,University,0,1995
Italy,Brescia,189998.0,Serie B,0,1995
Italy,Brescia,189998.0,Po Valley,1,1995
Italy,Taranto,214237.0,Regional Capital,0,1995
Italy,Taranto,214237.0,Serie A,0,1995
Italy,Taranto,214237.0,Rail Station,1,1995
Italy,Taranto,214237.0,Airport,0,1995
Italy,Taranto,214237.0,National Capital,0,1995
Italy,Taranto,214237.0,University,1,1995
Italy,Taranto,214237.0,Serie B,0,1995
Italy,Taranto,214237.0,Po Valley,0,1995
Italy,Prato,164760.0,Regional Capital,0,1995
Italy,Prato,164760.0,Serie A,0,1995
Italy,Prato,164760.0,Rail Station,1,1995
Italy,Prato,164760.0,Airport,0,1995
Italy,Prato,164760.0,National Capital,0,1995
Italy,Prato,164760.0,University,0,1995
Italy,Prato,164760.0,Serie B,0,1995
Italy,Prato,164760.0,Po Valley,0,1995
Italy,Parma,166147.0,Regional Capital,0,1995
Italy,Parma,166147.0,Serie A,1,1995
Italy,Parma,166147.0,Rail Station,0,1995
Italy,Parma,166147.0,Airport,1,1995
Italy,Parma,166147.0,National Capital,0,1995
Italy,Parma,166147.0,University,1,1995
Italy,Parma,166147.0,Serie B,0,1995
Italy,Parma,166147.0,Po Valley,1,1995
Italy,Reggio Calabria,178729.0,Regional Capital,0,1995
Italy,Reggio Calabria,178729.0,Serie A,1,1995
Italy,Reggio Calabria,178729.0,Rail Station,1,1995
Italy,Reggio Calabria,178729.0,Airport,1,1995
Italy,Reggio Calabria,178729.0,National Capital,0,1995
Italy,Reggio Calabria,178729.0,University,1,1995
Italy,Reggio Calabria,178729.0,Serie B,0,1995
Italy,Reggio Calabria,178729.0,Po Valley,0,1995
Italy,Modena,174270.0,Regional Capital,0,1995
Italy,Modena,174270.0,Serie A,0,1995
Italy,Modena,174270.0,Rail Station,0,1995
Italy,Modena,174270.0,Airport,0,1995
Italy,Modena,174270.0,National Capital,0,1995
Italy,Modena,174270.0,University,0,1995
Italy,Modena,174270.0,Serie B,0,1995
Italy,Modena,174270.0,Po Valley,1,1995
Italy,Reggio Emilia,133140.0,Regional Capital,0,1995
Italy,Reggio Emilia,133140.0,Serie A,0,1995
Italy,Reggio Emilia,133140.0,Rail Station,1,1995
Italy,Reggio Emilia,133140.0,Airport,0,1995
Italy,Reggio Emilia,133140.0,National Capital,0,1995
Italy,Reggio Emilia,133140.0,University,1,1995
Italy,Reggio Emilia,133140.0,Serie B,0,1995
Italy,Reggio Emilia,133140.0,Po Valley,1,1995
Italy,Perugia,146097.0,Regional Capital,1,1995
Italy,Perugia,146097.0,Serie A,0,1995
Italy,Perugia,146097.0,Rail Station,1,1995
Italy,Perugia,146097.0,Airport,1,1995
Italy,Perugia,146097.0,National Capital,0,1995
Italy,Perugia,146097.0,University,1,1995
Italy,Perugia,146097.0,Serie B,1,1995
Italy,Perugia,146097.0,Po Valley,0,1995
Italy,Livorno,163418.0,Regional Capital,0,1995
Italy,Livorno,163418.0,Serie A,0,1995
Italy,Livorno,163418.0,Rail Station,1,1995
Italy,Livorno,163418.0,Airport,0,1995
Italy,Livorno,163418.0,National Capital,0,1995
Italy,Livorno,163418.0,University,0,1995
Italy,Livorno,163418.0,Serie B,0,1995
Italy,Livorno,163418.0,Po Valley,0,1995
Italy,Ravenna,135004.0,Regional Capital,0,1995
Italy,Ravenna,135004.0,Serie A,0,1995
Italy,Ravenna,135004.0,Rail Station,1,1995
Italy,Ravenna,135004.0,Airport,0,1995
Italy,Ravenna,135004.0,National Capital,0,1995
Italy,Ravenna,135004.0,University,0,1995
Italy,Ravenna,135004.0,Serie B,0,1995
Italy,Ravenna,135004.0,Po Valley,1,1995
Italy,Cagliari,178936.0,Regional Capital,1,1995
Italy,Cagliari,178936.0,Serie A,1,1995
Italy,Cagliari,178936.0,Rail Station,1,1995
Italy,Cagliari,178936.0,Airport,1,1995
Italy,Cagliari,178936.0,National Capital,0,1995
Italy,Cagliari,178936.0,University,1,1995
Italy,Cagliari,178936.0,Serie B,0,1995
Italy,Cagliari,178936.0,Po Valley,0,1995
Italy,Foggia,156245.0,Regional Capital,0,1995
Italy,Foggia,156245.0,Serie A,1,1995
Italy,Foggia,156245.0,Rail Station,1,1995
Italy,Foggia,156245.0,Airport,1,1995
Italy,Foggia,156245.0,National Capital,0,1995
Italy,Foggia,156245.0,University,0,1995
Italy,Foggia,156245.0,Serie B,0,1995
Italy,Foggia,156245.0,Po Valley,0,1995
Italy,Rimini,127007.0,Regional Capital,0,1995
Italy,Rimini,127007.0,Serie A,0,1995
Italy,Rimini,127007.0,Rail Station,1,1995
Italy,Rimini,127007.0,Airport,1,1995
Italy,Rimini,127007.0,National Capital,0,1995
Italy,Rimini,127007.0,University,0,1995
Italy,Rimini,127007.0,Serie B,0,1995
Italy,Rimini,127007.0,Po Valley,1,1995
Italy,Salerno,145048.0,Regional Capital,0,1995
Italy,Salerno,145048.0,Serie A,0,1995
Italy,Salerno,145048.0,Rail Station,1,1995
Italy,Salerno,145048.0,Airport,0,1995
Italy,Salerno,145048.0,National Capital,0,1995
Italy,Salerno,145048.0,University,1,1995
Italy,Salerno,145048.0,Serie B,1,1995
Italy,Salerno,145048.0,Po Valley,0,1995
Italy,Ferrara,134978.0,Regional Capital,0,1995
Italy,Ferrara,134978.0,Serie A,0,1995
Italy,Ferrara,134978.0,Rail Station,1,1995
Italy,Ferrara,134978.0,Airport,0,1995
Italy,Ferrara,134978.0,National Capital,0,1995
Italy,Ferrara,134978.0,University,1,1995
Italy,Ferrara,134978.0,Serie B,0,1995
Italy,Ferrara,134978.0,Po Valley,1,1995
Italy,Sassari,121320.0,Regional Capital,0,1995
Italy,Sassari,121320.0,Serie A,0,1995
Italy,Sassari,121320.0,Rail Station,1,1995
Italy,Sassari,121320.0,Airport,1,1995
Italy,Sassari,121320.0,National Capital,0,1995
Italy,Sassari,121320.0,University,1,1995
Italy,Sassari,121320.0,Serie B,0,1995
Italy,Sassari,121320.0,Po Valley,0,1995
Italy,Syracuse,125787.0,Regional Capital,0,1995
Italy,Syracuse,125787.0,Serie A,0,1995
Italy,Syracuse,125787.0,Rail Station,1,1995
Italy,Syracuse,125787.0,Airport,0,1995
Italy,Syracuse,125787.0,National Capital,0,1995
Italy,Syracuse,125787.0,University,0,1995
Italy,Syracuse,125787.0,Serie B,0,1995
Italy,Syracuse,125787.0,Po Valley,0,1995
Italy,Pescara,120577.0,Regional Capital,0,1995
Italy,Pescara,120577.0,Serie A,0,1995
Italy,Pescara,120577.0,Rail Station,1,1995
Italy,Pescara,120577.0,Airport,0,1995
Italy,Pescara,120577.0,National Capital,0,1995
Italy,Pescara,120577.0,University,0,1995
Italy,Pescara,120577.0,Serie B,1,1995
Italy,Pescara,120577.0,Po Valley,0,1995
Italy,Monza,118905.0,Regional Capital,0,1995
Italy,Monza,118905.0,Serie A,0,1995
Italy,Monza,118905.0,Rail Station,1,1995
Italy,Monza,118905.0,Airport,0,1995
Italy,Monza,118905.0,National Capital,0,1995
Italy,Monza,118905.0,University,0,1995
Italy,Monza,118905.0,Serie B,0,1995
Italy,Monza,118905.0,Po Valley,1,1995
Italy,Latina,108399.0,Regional Capital,0,1995
Italy,Latina,108399.0,Serie A,0,1995
Italy,Latina,108399.0,Rail Station,0,1995
Italy,Latina,108399.0,Airport,0,1995
Italy,Latina,108399.0,National Capital,0,1995
Italy,Latina,108399.0,University,0,1995
Italy,Latina,108399.0,Serie B,0,1995
Italy,Latina,108399.0,Po Valley,0,1995
Italy,Bergamo,114454.0,Regional Capital,0,1995
Italy,Bergamo,114454.0,Serie A,0,1995
Italy,Bergamo,114454.0,Rail Station,1,1995
Italy,Bergamo,114454.0,Airport,1,1995
Italy,Bergamo,114454.0,National Capital,0,1995
Italy,Bergamo,114454.0,University,1,1995
Italy,Bergamo,114454.0,Serie B,1,1995
Italy,Bergamo,114454.0,Po Valley,1,1995
Italy,Forlì,108518.0,Regional Capital,0,1995
Italy,Forlì,108518.0,Serie A,0,1995
Italy,Forlì,108518.0,Rail Station,1,1995
Italy,Forlì,108518.0,Airport,1,1995
Italy,Forlì,108518.0,National Capital,0,1995
Italy,Forlì,108518.0,University,0,1995
Italy,Forlì,108518.0,Serie B,0,1995
Italy,Forlì,108518.0,Po Valley,1,1995
Italy,Giugliano,73904.0,Regional Capital,0,1995
Italy,Giugliano,73904.0,Serie A,0,1995
Italy,Giugliano,73904.0,Rail Station,0,1995
Italy,Giugliano,73904.0,Airport,0,1995
Italy,Giugliano,73904.0,National Capital,0,1995
Italy,Giugliano,73904.0,University,0,1995
Italy,Giugliano,73904.0,Serie B,0,1995
Italy,Giugliano,73904.0,Po Valley,0,1995
Italy,Trento,101108.0,Regional Capital,1,1995
Italy,Trento,101108.0,Serie A,0,1995
Italy,Trento,101108.0,Rail Station,1,1995
Italy,Trento,101108.0,Airport,0,1995
Italy,Trento,101108.0,National Capital,0,1995
Italy,Trento,101108.0,University,1,1995
Italy,Trento,101108.0,Serie B,0,1995
Italy,Trento,101108.0,Po Valley,0,1995
Italy,Vicenza,106112.0,Regional Capital,0,1995
Italy,Vicenza,106112.0,Serie A,0,1995
Italy,Vicenza,106112.0,Rail Station,1,1995
Italy,Vicenza,106112.0,Airport,1,1995
Italy,Vicenza,106112.0,National Capital,0,1995
Italy,Vicenza,106112.0,University,0,1995
Italy,Vicenza,106112.0,Serie B,1,1995
Italy,Vicenza,106112.0,Po Valley,1,1995
Italy,Terni,107219.0,Regional Capital,0,1995
Italy,Terni,107219.0,Serie A,0,1995
Italy,Terni,107219.0,Rail Station,1,1995
Italy,Terni,107219.0,Airport,0,1995
Italy,Terni,107219.0,National Capital,0,1995
Italy,Terni,107219.0,University,0,1995
Italy,Terni,107219.0,Serie B,0,1995
Italy,Terni,107219.0,Po Valley,0,1995
Italy,Novara,100294.0,Regional Capital,0,1995
Italy,Novara,100294.0,Serie A,0,1995
Italy,Novara,100294.0,Rail Station,1,1995
Italy,Novara,100294.0,Airport,0,1995
Italy,Novara,100294.0,National Capital,0,1995
Italy,Novara,100294.0,University,0,1995
Italy,Novara,100294.0,Serie B,0,1995
Italy,Novara,100294.0,Po Valley,1,1995
Italy,Bolzano,95719.0,Regional Capital,1,1995
Italy,Bolzano,95719.0,Serie A,0,1995
Italy,Bolzano,95719.0,Rail Station,1,1995
Italy,Bolzano,95719.0,Airport,1,1995
Italy,Bolzano,95719.0,National Capital,0,1995
Italy,Bolzano,95719.0,University,0,1995
Italy,Bolzano,95719.0,Serie B,0,1995
Italy,Bolzano,95719.0,Po Valley,0,1995
Italy,Piacenza,99585.0,Regional Capital,0,1995
Italy,Piacenza,99585.0,Serie A,0,1995
Italy,Piacenza,99585.0,Rail Station,1,1995
Italy,Piacenza,99585.0,Airport,0,1995
Italy,Piacenza,99585.0,National Capital,0,1995
Italy,Piacenza,99585.0,University,0,1995
Italy,Piacenza,99585.0,Serie B,1,1995
Italy,Piacenza,99585.0,Po Valley,1,1995
Italy,Ancona,100464.0,Regional Capital,1,1995
Italy,Ancona,100464.0,Serie A,0,1995
Italy,Ancona,100464.0,Rail Station,1,1995
Italy,Ancona,100464.0,Airport,0,1995
Italy,Ancona,100464.0,National Capital,0,1995
Italy,Ancona,100464.0,University,1,1995
Italy,Ancona,100464.0,Serie B,1,1995
Italy,Ancona,100464.0,Po Valley,0,1995
Italy,Arezzo,90887.0,Regional Capital,0,1995
Italy,Arezzo,90887.0,Serie A,0,1995
Italy,Arezzo,90887.0,Rail Station,1,1995
Italy,Arezzo,90887.0,Airport,0,1995
Italy,Arezzo,90887.0,National Capital,0,1995
Italy,Arezzo,90887.0,University,0,1995
Italy,Arezzo,90887.0,Serie B,0,1995
Italy,Arezzo,90887.0,Po Valley,0,1995
Italy,Andria,92000.0,Regional Capital,0,1995
Italy,Andria,92000.0,Serie A,0,1995
Italy,Andria,92000.0,Rail Station,0,1995
Italy,Andria,92000.0,Airport,0,1995
Italy,Andria,92000.0,National Capital,0,1995
Italy,Andria,92000.0,University,0,1995
Italy,Andria,92000.0,Serie B,1,1995
Italy,Andria,92000.0,Po Valley,0,1995
Italy,Rome,2775250.0,Regional Capital,1,1991
Italy,Rome,2775250.0,Serie A,1,1991
Italy,Rome,2775250.0,Rail Station,1,1991
Italy,Rome,2775250.0,Airport,1,1991
Italy,Rome,2775250.0,National Capital,1,1991
Italy,Rome,2775250.0,University,1,1991
Italy,Rome,2775250.0,Serie B,0,1991
Italy,Rome,2775250.0,Po Valley,0,1991
Italy,Milan,1369231.0,Regional Capital,1,1991
Italy,Milan,1369231.0,Serie A,1,1991
Italy,Milan,1369231.0,Rail Station,1,1991
Italy,Milan,1369231.0,Airport,1,1991
Italy,Milan,1369231.0,National Capital,0,1991
Italy,Milan,1369231.0,University,1,1991
Italy,Milan,1369231.0,Serie B,0,1991
Italy,Milan,1369231.0,Po Valley,1,1991
Italy,Naples,1067365.0,Regional Capital,1,1991
Italy,Naples,1067365.0,Serie A,1,1991
Italy,Naples,1067365.0,Rail Station,1,1991
Italy,Naples,1067365.0,Airport,1,1991
Italy,Naples,1067365.0,National Capital,0,1991
Italy,Naples,1067365.0,University,1,1991
Italy,Naples,1067365.0,Serie B,0,1991
Italy,Naples,1067365.0,Po Valley,0,1991
Italy,Turin,962507.0,Regional Capital,1,1991
Italy,Turin,962507.0,Serie A,1,1991
Italy,Turin,962507.0,Rail Station,1,1991
Italy,Turin,962507.0,Airport,1,1991
Italy,Turin,962507.0,National Capital,0,1991
Italy,Turin,962507.0,University,1,1991
Italy,Turin,962507.0,Serie B,0,1991
Italy,Turin,962507.0,Po Valley,1,1991
Italy,Palermo,698556.0,Regional Capital,1,1991
Italy,Palermo,698556.0,Serie A,0,1991
Italy,Palermo,698556.0,Rail Station,1,1991
Italy,Palermo,698556.0,Airport,1,1991
Italy,Palermo,698556.0,National Capital,0,1991
Italy,Palermo,698556.0,University,1,1991
Italy,Palermo,698556.0,Serie B,1,1991
Italy,Palermo,698556.0,Po Valley,0,1991
Italy,Genoa,678771.0,Regional Capital,1,1991
Italy,Genoa,678771.0,Serie A,1,1991
Italy,Genoa,678771.0,Rail Station,1,1991
Italy,Genoa,678771.0,Airport,1,1991
Italy,Genoa,678771.0,National Capital,0,1991
Italy,Genoa,678771.0,University,1,1991
Italy,Genoa,678771.0,Serie B,0,1991
Italy,Genoa,678771.0,Po Valley,1,1991
Italy,Bologna,404378.0,Regional Capital,1,1991
Italy,Bologna,404378.0,Serie A,0,1991
Italy,Bologna,404378.0,Rail Station,1,1991
Italy,Bologna,404378.0,Airport,1,1991
Italy,Bologna,404378.0,National Capital,0,1991
Italy,Bologna,404378.0,University,1,1991
Italy,Bologna,404378.0,Serie B,0,1991
Italy,Bologna,404378.0,Po Valley,1,1991
Italy,Florence,403294.0,Regional Capital,1,1991
Italy,Florence,403294.0,Serie A,1,1991
Italy,Florence,403294.0,Rail Station,1,1991
Italy,Florence,403294.0,Airport,1,1991
Italy,Florence,403294.0,National Capital,0,1991
Italy,Florence,403294.0,University,1,1991
Italy,Florence,403294.0,Serie B,0,1991
Italy,Florence,403294.0,Po Valley,0,1991
Italy,Bari,342309.0,Regional Capital,1,1991
Italy,Bari,342309.0,Serie A,1,1991
Italy,Bari,342309.0,Rail Station,1,1991
Italy,Bari,342309.0,Airport,1,1991
Italy,Bari,342309.0,National Capital,0,1991
Italy,Bari,342309.0,University,1,1991
Italy,Bari,342309.0,Serie B,0,1991
Italy,Bari,342309.0,Po Valley,0,1991
Italy,Catania,333075.0,Regional Capital,0,1991
Italy,Catania,333075.0,Serie A,0,1991
Italy,Catania,333075.0,Rail Station,1,1991
Italy,Catania,333075.0,Airport,1,1991
Italy,Catania,333075.0,National Capital,0,1991
Italy,Catania,333075.0,University,1,1991
Italy,Catania,333075.0,Serie B,1,1991
Italy,Catania,333075.0,Po Valley,0,1991
Italy,Venice,309422.0,Regional Capital,1,1991
Italy,Venice,309422.0,Serie A,0,1991
Italy,Venice,309422.0,Rail Station,1,1991
Italy,Venice,309422.0,Airport,1,1991
Italy,Venice,309422.0,National Capital,0,1991
Italy,Venice,309422.0,University,1,1991
Italy,Venice,309422.0,Serie B,1,1991
Italy,Venice,309422.0,Po Valley,1,1991
Italy,Verona,255824.0,Regional Capital,0,1991
Italy,Verona,255824.0,Serie A,0,1991
Italy,Verona,255824.0,Rail Station,1,1991
Italy,Verona,255824.0,Airport,1,1991
Italy,Verona,255824.0,National Capital,0,1991
Italy,Verona,255824.0,University,1,1991
Italy,Verona,255824.0,Serie B,1,1991
Italy,Verona,255824.0,Po Valley,1,1991
Italy,Messina,231693.0,Regional Capital,0,1991
Italy,Messina,231693.0,Serie A,0,1991
Italy,Messina,231693.0,Rail Station,1,1991
Italy,Messina,231693.0,Airport,0,1991
Italy,Messina,231693.0,National Capital,0,1991
Italy,Messina,231693.0,University,1,1991
Italy,Messina,231693.0,Serie B,0,1991
Italy,Messina,231693.0,Po Valley,0,1991
Italy,Padua,215137.0,Regional Capital,0,1991
Italy,Padua,215137.0,Serie A,1,1991
Italy,Padua,215137.0,Rail Station,1,1991
Italy,Padua,215137.0,Airport,1,1991
Italy,Padua,215137.0,National Capital,0,1991
Italy,Padua,215137.0,University,1,1991
Italy,Padua,215137.0,Serie B,0,1991
Italy,Padua,215137.0,Po Valley,1,1991
Italy,Trieste,231100.0,Regional Capital,1,1991
Italy,Trieste,231100.0,Serie A,0,1991
Italy,Trieste,231100.0,Rail Station,1,1991
Italy,Trieste,231100.0,Airport,1,1991
Italy,Trieste,231100.0,National Capital,0,1991
Italy,Trieste,231100.0,University,1,1991
Italy,Trieste,231100.0,Serie B,0,1991
Italy,Trieste,231100.0,Po Valley,1,1991
Italy,Brescia,194502.0,Regional Capital,0,1991
Italy,Brescia,194502.0,Serie A,1,1991
Italy,Brescia,194502.0,Rail Station,1,1991
Italy,Brescia,194502.0,Airport,1,1991
Italy,Brescia,194502.0,National Capital,0,1991
Italy,Brescia,194502.0,University,0,1991
Italy,Brescia,194502.0,Serie B,0,1991
Italy,Brescia,194502.0,Po Valley,1,1991
Italy,Taranto,232334.0,Regional Capital,0,1991
Italy,Taranto,232334.0,Serie A,0,1991
Italy,Taranto,232334.0,Rail Station,1,1991
Italy,Taranto,232334.0,Airport,0,1991
Italy,Taranto,232334.0,National Capital,0,1991
Italy,Taranto,232334.0,University,1,1991
Italy,Taranto,232334.0,Serie B,0,1991
Italy,Taranto,232334.0,Po Valley,0,1991
Italy,Prato,165707.0,Regional Capital,0,1991
Italy,Prato,165707.0,Serie A,0,1991
Italy,Prato,165707.0,Rail Station,1,1991
Italy,Prato,165707.0,Airport,0,1991
Italy,Prato,165707.0,National Capital,0,1991
Italy,Prato,165707.0,University,0,1991
Italy,Prato,165707.0,Serie B,0,1991
Italy,Prato,165707.0,Po Valley,0,1991
Italy,Parma,170520.0,Regional Capital,0,1991
Italy,Parma,170520.0,Serie A,1,1991
Italy,Parma,170520.0,Rail Station,0,1991
Italy,Parma,170520.0,Airport,0,1991
Italy,Parma,170520.0,National Capital,0,1991
Italy,Parma,170520.0,University,1,1991
Italy,Parma,170520.0,Serie B,0,1991
Italy,Parma,170520.0,Po Valley,1,1991
Italy,Reggio Calabria,177580.0,Regional Capital,0,1991
