participant,quarter,condition,question,questionLabel,truth,estimate,session
53,W2023,single,18,are Black,12,38.0,1
53,W2023,single,19,have an advanced degree,12,27.0,1
53,W2023,single,20,are first generation immigrants,14,35.0,1
53,W2023,single,21,are Hispanic,17,44.0,1
53,W2023,single,22,are Catholic,22,29.0,1
53,W2023,single,23,own a gun,32,40.0,1
53,W2023,single,24,have at least a college degree,33,41.0,1
53,W2023,single,25,have a household income over $100K,34,44.0,1
53,W2023,single,26,have a passport,37,46.0,1
53,W2023,single,27,are Democrats,42,61.0,1
53,W2023,single,28,are obese,42,59.0,1
53,W2023,single,29,are Republicans,47,40.0,1
53,W2023,single,30,are married,51,50.0,1
53,W2023,single,31,have at least one child,57,46.0,1
53,W2023,single,32,voted in the 2020 election,62,60.0,1
53,W2023,single,33,have a household income over $50K,62,47.0,1
53,W2023,single,34,are White,64,37.0,1
53,W2023,single,35,own a house,65,38.0,1
53,W2023,single,36,have a pet,67,51.0,1
53,W2023,single,37,are Christian,70,20.0,1
53,W2023,single,38,have read a book in the past year,77,36.0,1
53,W2023,single,39,have a household income over $25K,82,57.0,1
53,W2023,single,40,have a driver's license,83,35.0,1
53,W2023,single,41,own a smartphone,85,75.0,1
53,W2023,single,42,have flown on a plane,88,81.0,1
53,W2023,single,43,own a car,88,51.0,1
53,W2023,single,44,have at least a high school degree,89,70.0,1
90,W2023,single,1,have a household income over $1 million,0,2.0,1
90,W2023,single,2,are transgender,1,2.0,1
90,W2023,single,3,have a household income over $500K,1,6.0,1
90,W2023,single,4,are Muslim,1,15.0,1
90,W2023,single,5,are Native American,1,7.0,1
90,W2023,single,6,are Jewish,2,7.0,1
90,W2023,single,7,live in New York City,3,4.0,1
90,W2023,single,8,are gay or lesbian,3,12.0,1
90,W2023,single,9,are atheists,3,10.0,1
90,W2023,single,10,are bisexual,4,5.0,1
90,W2023,single,11,are members of a union,4,11.0,1
90,W2023,single,12,are vegan or vegetarian,5,10.0,1
90,W2023,single,13,are Asian,6,43.0,1
90,W2023,single,14,are a military veteran,6,19.0,1
90,W2023,single,15,live in Texas,9,4.0,1
90,W2023,single,16,are left handed,11,9.0,1
90,W2023,single,17,live in California,12,12.0,1
90,W2023,single,18,are Black,12,32.0,1
90,W2023,single,19,have an advanced degree,12,17.0,1
90,W2023,single,20,are first generation immigrants,14,21.0,1
90,W2023,single,21,are Hispanic,17,24.0,1
90,W2023,single,22,are Catholic,22,35.0,1
90,W2023,single,23,own a gun,32,86.0,1
90,W2023,single,24,have at least a college degree,33,25.0,1
90,W2023,single,25,have a household income over $100K,34,30.0,1
90,W2023,single,26,have a passport,37,58.0,1
90,W2023,single,27,are Democrats,42,35.0,1
90,W2023,single,28,are obese,42,59.0,1
90,W2023,single,29,are Republicans,47,72.0,1
90,W2023,single,30,are married,51,23.0,1
90,W2023,single,31,have at least one child,57,22.0,1
90,W2023,single,32,voted in the 2020 election,62,7.0,1
90,W2023,single,33,have a household income over $50K,62,31.0,1
90,W2023,single,34,are White,64,71.0,1
90,W2023,single,35,own a house,65,29.0,1
90,W2023,single,36,have a pet,67,76.0,1
90,W2023,single,37,are Christian,70,73.0,1
90,W2023,single,38,have read a book in the past year,77,8.0,1
90,W2023,single,39,have a household income over $25K,82,37.0,1
90,W2023,single,40,have a driver's license,83,30.0,1
90,W2023,single,41,own a smartphone,85,86.0,1
90,W2023,single,42,have flown on a plane,88,45.0,1
90,W2023,single,43,own a car,88,44.0,1
90,W2023,single,44,have at least a high school degree,89,59.0,1
298,W2023,single,1,have a household income over $1 million,0,11.0,1
298,W2023,single,2,are transgender,1,5.0,1
298,W2023,single,3,have a household income over $500K,1,13.0,1
298,W2023,single,4,are Muslim,1,20.0,1
298,W2023,single,5,are Native American,1,8.0,1
298,W2023,single,6,are Jewish,2,20.0,1
298,W2023,single,7,live in New York City,3,14.0,1
298,W2023,single,8,are gay or lesbian,3,10.0,1
298,W2023,single,9,are atheists,3,20.0,1
298,W2023,single,10,are bisexual,4,10.0,1
298,W2023,single,11,are members of a union,4,11.0,1
298,W2023,single,12,are vegan or vegetarian,5,15.0,1
298,W2023,single,13,are Asian,6,30.0,1
298,W2023,single,14,are a military veteran,6,21.0,1
298,W2023,single,15,live in Texas,9,8.0,1
298,W2023,single,16,are left handed,11,10.0,1
298,W2023,single,17,live in California,12,20.0,1
298,W2023,single,18,are Black,12,30.0,1
298,W2023,single,19,have an advanced degree,12,21.0,1
298,W2023,single,20,are first generation immigrants,14,30.0,1
298,W2023,single,21,are Hispanic,17,25.0,1
298,W2023,single,22,are Catholic,22,20.0,1
298,W2023,single,23,own a gun,32,20.0,1
298,W2023,single,24,have at least a college degree,33,41.0,1
298,W2023,single,25,have a household income over $100K,34,26.0,1
298,W2023,single,26,have a passport,37,50.0,1
298,W2023,single,27,are Democrats,42,55.0,1
298,W2023,single,28,are obese,42,25.0,1
298,W2023,single,29,are Republicans,47,46.0,1
298,W2023,single,30,are married,51,40.0,1
298,W2023,single,31,have at least one child,57,43.0,1
298,W2023,single,32,voted in the 2020 election,62,61.0,1
298,W2023,single,33,have a household income over $50K,62,41.0,1
298,W2023,single,34,are White,64,60.0,1
298,W2023,single,35,own a house,65,31.0,1
298,W2023,single,36,have a pet,67,41.0,1
298,W2023,single,37,are Christian,70,62.0,1
298,W2023,single,38,have read a book in the past year,77,20.0,1
298,W2023,single,39,have a household income over $25K,82,73.0,1
298,W2023,single,40,have a driver's license,83,82.0,1
298,W2023,single,41,own a smartphone,85,85.0,1
298,W2023,single,42,have flown on a plane,88,4.0,1
298,W2023,single,43,own a car,88,81.0,1
298,W2023,single,44,have at least a high school degree,89,70.0,1
322,W2023,single,1,have a household income over $1 million,0,39.0,1
322,W2023,single,2,are transgender,1,5.0,1
322,W2023,single,3,have a household income over $500K,1,43.0,1
322,W2023,single,4,are Muslim,1,10.0,1
322,W2023,single,5,are Native American,1,5.0,1
322,W2023,single,6,are Jewish,2,29.0,1
322,W2023,single,7,live in New York City,3,11.0,1
322,W2023,single,8,are gay or lesbian,3,20.0,1
322,W2023,single,9,are atheists,3,7.0,1
322,W2023,single,10,are bisexual,4,10.0,1
322,W2023,single,11,are members of a union,4,47.0,1
322,W2023,single,12,are vegan or vegetarian,5,18.0,1
322,W2023,single,13,are Asian,6,25.0,1
322,W2023,single,14,are a military veteran,6,20.0,1
322,W2023,single,15,live in Texas,9,5.0,1
322,W2023,single,16,are left handed,11,24.0,1
322,W2023,single,17,live in California,12,8.0,1
322,W2023,single,18,are Black,12,15.0,1
322,W2023,single,19,have an advanced degree,12,65.0,1
322,W2023,single,20,are first generation immigrants,14,3.0,1
322,W2023,single,21,are Hispanic,17,21.0,1
322,W2023,single,22,are Catholic,22,31.0,1
322,W2023,single,23,own a gun,32,41.0,1
322,W2023,single,24,have at least a college degree,33,71.0,1
322,W2023,single,25,have a household income over $100K,34,71.0,1
322,W2023,single,26,have a passport,37,51.0,1
322,W2023,single,27,are Democrats,42,52.0,1
322,W2023,single,28,are obese,42,8.0,1
322,W2023,single,29,are Republicans,47,46.0,1
322,W2023,single,30,are married,51,49.0,1
322,W2023,single,31,have at least one child,57,37.0,1
322,W2023,single,32,voted in the 2020 election,62,68.0,1
322,W2023,single,33,have a household income over $50K,62,85.0,1
322,W2023,single,34,are White,64,63.0,1
322,W2023,single,35,own a house,65,72.0,1
322,W2023,single,36,have a pet,67,87.0,1
322,W2023,single,37,are Christian,70,64.0,1
322,W2023,single,38,have read a book in the past year,77,33.0,1
322,W2023,single,39,have a household income over $25K,82,93.0,1
322,W2023,single,40,have a driver's license,83,79.0,1
322,W2023,single,41,own a smartphone,85,91.0,1
322,W2023,single,42,have flown on a plane,88,60.0,1
322,W2023,single,43,own a car,88,86.0,1
322,W2023,single,44,have at least a high school degree,89,70.0,1
561,W2023,single,1,have a household income over $1 million,0,0.0,1
561,W2023,single,2,are transgender,1,6.0,1
561,W2023,single,3,have a household income over $500K,1,1.0,1
561,W2023,single,4,are Muslim,1,14.0,1
561,W2023,single,5,are Native American,1,16.0,1
561,W2023,single,6,are Jewish,2,13.0,1
561,W2023,single,7,live in New York City,3,17.0,1
561,W2023,single,8,are gay or lesbian,3,39.0,1
561,W2023,single,9,are atheists,3,19.0,1
561,W2023,single,10,are bisexual,4,29.0,1
561,W2023,single,11,are members of a union,4,31.0,1
561,W2023,single,12,are vegan or vegetarian,5,18.0,1
561,W2023,single,13,are Asian,6,41.0,1
561,W2023,single,14,are a military veteran,6,31.0,1
561,W2023,single,15,live in Texas,9,13.0,1
561,W2023,single,16,are left handed,11,12.0,1
561,W2023,single,17,live in California,12,27.0,1
561,W2023,single,18,are Black,12,2.0,1
561,W2023,single,19,have an advanced degree,12,41.0,1
561,W2023,single,20,are first generation immigrants,14,26.0,1
561,W2023,single,21,are Hispanic,17,40.0,1
561,W2023,single,22,are Catholic,22,35.0,1
561,W2023,single,23,own a gun,32,18.0,1
561,W2023,single,24,have at least a college degree,33,51.0,1
561,W2023,single,25,have a household income over $100K,34,18.0,1
561,W2023,single,26,have a passport,37,51.0,1
561,W2023,single,27,are Democrats,42,47.0,1
561,W2023,single,28,are obese,42,34.0,1
561,W2023,single,29,are Republicans,47,47.0,1
561,W2023,single,30,are married,51,51.0,1
561,W2023,single,31,have at least one child,57,56.0,1
561,W2023,single,32,voted in the 2020 election,62,65.0,1
561,W2023,single,33,have a household income over $50K,62,20.0,1
561,W2023,single,34,are White,64,73.0,1
561,W2023,single,35,own a house,65,31.0,1
561,W2023,single,36,have a pet,67,52.0,1
561,W2023,single,37,are Christian,70,46.0,1
561,W2023,single,38,have read a book in the past year,77,34.0,1
561,W2023,single,39,have a household income over $25K,82,41.0,1
561,W2023,single,40,have a driver's license,83,36.0,1
561,W2023,single,41,own a smartphone,85,87.0,1
561,W2023,single,42,have flown on a plane,88,58.0,1
561,W2023,single,43,own a car,88,37.0,1
561,W2023,single,44,have at least a high school degree,89,59.0,1
285,W2023,single,1,have a household income over $1 million,0,2.0,1
285,W2023,single,2,are transgender,1,8.0,1
285,W2023,single,3,have a household income over $500K,1,14.0,1
285,W2023,single,4,are Muslim,1,20.0,1
285,W2023,single,5,are Native American,1,16.0,1
285,W2023,single,6,are Jewish,2,20.0,1
285,W2023,single,7,live in New York City,3,2.0,1
285,W2023,single,8,are gay or lesbian,3,25.0,1
285,W2023,single,9,are atheists,3,25.0,1
285,W2023,single,10,are bisexual,4,16.0,1
285,W2023,single,11,are members of a union,4,35.0,1
285,W2023,single,12,are vegan or vegetarian,5,30.0,1
285,W2023,single,13,are Asian,6,20.0,1
285,W2023,single,14,are a military veteran,6,18.0,1
285,W2023,single,15,live in Texas,9,11.0,1
285,W2023,single,16,are left handed,11,25.0,1
285,W2023,single,17,live in California,12,5.0,1
285,W2023,single,18,are Black,12,23.0,1
285,W2023,single,19,have an advanced degree,12,35.0,1
285,W2023,single,20,are first generation immigrants,14,11.0,1
285,W2023,single,21,are Hispanic,17,21.0,1
285,W2023,single,22,are Catholic,22,20.0,1
285,W2023,single,23,own a gun,32,14.0,1
285,W2023,single,24,have at least a college degree,33,35.0,1
285,W2023,single,25,have a household income over $100K,34,46.0,1
285,W2023,single,26,have a passport,37,55.0,1
285,W2023,single,27,are Democrats,42,56.0,1
285,W2023,single,28,are obese,42,28.0,1
285,W2023,single,29,are Republicans,47,46.0,1
285,W2023,single,30,are married,51,46.0,1
285,W2023,single,31,have at least one child,57,25.0,1
285,W2023,single,32,voted in the 2020 election,62,60.0,1
285,W2023,single,33,have a household income over $50K,62,51.0,1
285,W2023,single,34,are White,64,25.0,1
285,W2023,single,35,own a house,65,36.0,1
285,W2023,single,36,have a pet,67,46.0,1
285,W2023,single,37,are Christian,70,20.0,1
285,W2023,single,38,have read a book in the past year,77,66.0,1
285,W2023,single,39,have a household income over $25K,82,55.0,1
285,W2023,single,40,have a driver's license,83,56.0,1
285,W2023,single,41,own a smartphone,85,68.0,1
285,W2023,single,42,have flown on a plane,88,55.0,1
285,W2023,single,43,own a car,88,35.0,1
285,W2023,single,44,have at least a high school degree,89,55.0,1
199,W2023,single,1,have a household income over $1 million,0,0.0,1
199,W2023,single,2,are transgender,1,10.0,1
199,W2023,single,3,have a household income over $500K,1,1.0,1
199,W2023,single,4,are Muslim,1,10.0,1
199,W2023,single,5,are Native American,1,16.0,1
199,W2023,single,6,are Jewish,2,10.0,1
199,W2023,single,7,live in New York City,3,17.0,1
199,W2023,single,8,are gay or lesbian,3,17.0,1
199,W2023,single,9,are atheists,3,25.0,1
199,W2023,single,10,are bisexual,4,35.0,1
199,W2023,single,11,are members of a union,4,41.0,1
199,W2023,single,12,are vegan or vegetarian,5,22.0,1
199,W2023,single,13,are Asian,6,40.0,1
199,W2023,single,14,are a military veteran,6,12.0,1
199,W2023,single,15,live in Texas,9,13.0,1
199,W2023,single,16,are left handed,11,10.0,1
199,W2023,single,17,live in California,12,20.0,1
199,W2023,single,18,are Black,12,17.0,1
199,W2023,single,19,have an advanced degree,12,15.0,1
199,W2023,single,20,are first generation immigrants,14,25.0,1
199,W2023,single,21,are Hispanic,17,35.0,1
199,W2023,single,22,are Catholic,22,30.0,1
199,W2023,single,23,own a gun,32,13.0,1
199,W2023,single,24,have at least a college degree,33,40.0,1
199,W2023,single,25,have a household income over $100K,34,25.0,1
199,W2023,single,26,have a passport,37,30.0,1
199,W2023,single,27,are Democrats,42,54.0,1
199,W2023,single,28,are obese,42,35.0,1
199,W2023,single,29,are Republicans,47,46.0,1
199,W2023,single,30,are married,51,80.0,1
199,W2023,single,31,have at least one child,57,82.0,1
199,W2023,single,32,voted in the 2020 election,62,78.0,1
199,W2023,single,33,have a household income over $50K,62,53.0,1
199,W2023,single,34,are White,64,71.0,1
199,W2023,single,35,own a house,65,30.0,1
199,W2023,single,36,have a pet,67,44.0,1
199,W2023,single,37,are Christian,70,30.0,1
199,W2023,single,38,have read a book in the past year,77,20.0,1
199,W2023,single,39,have a household income over $25K,82,71.0,1
199,W2023,single,40,have a driver's license,83,61.0,1
199,W2023,single,41,own a smartphone,85,80.0,1
199,W2023,single,42,have flown on a plane,88,35.0,1
199,W2023,single,43,own a car,88,30.0,1
199,W2023,single,44,have at least a high school degree,89,70.0,1
212,W2023,single,1,have a household income over $1 million,0,1.0,1
212,W2023,single,2,are transgender,1,6.0,1
212,W2023,single,3,have a household income over $500K,1,3.0,1
212,W2023,single,4,are Muslim,1,12.0,1
212,W2023,single,5,are Native American,1,2.0,1
212,W2023,single,6,are Jewish,2,2.0,1
212,W2023,single,7,live in New York City,3,4.0,1
212,W2023,single,8,are gay or lesbian,3,17.0,1
212,W2023,single,9,are atheists,3,14.0,1
212,W2023,single,10,are bisexual,4,14.0,1
212,W2023,single,11,are members of a union,4,14.0,1
212,W2023,single,12,are vegan or vegetarian,5,25.0,1
212,W2023,single,13,are Asian,6,33.0,1
212,W2023,single,14,are a military veteran,6,22.0,1
212,W2023,single,15,live in Texas,9,4.0,1
212,W2023,single,16,are left handed,11,39.0,1
212,W2023,single,17,live in California,12,6.0,1
212,W2023,single,18,are Black,12,12.0,1
212,W2023,single,19,have an advanced degree,12,15.0,1
212,W2023,single,20,are first generation immigrants,14,28.0,1
212,W2023,single,21,are Hispanic,17,9.0,1
212,W2023,single,22,are Catholic,22,25.0,1
212,W2023,single,23,own a gun,32,21.0,1
212,W2023,single,24,have at least a college degree,33,33.0,1
212,W2023,single,25,have a household income over $100K,34,6.0,1
212,W2023,single,26,have a passport,37,38.0,1
212,W2023,single,27,are Democrats,42,68.0,1
212,W2023,single,28,are obese,42,70.0,1
212,W2023,single,29,are Republicans,47,46.0,1
212,W2023,single,30,are married,51,36.0,1
212,W2023,single,31,have at least one child,57,23.0,1
212,W2023,single,32,voted in the 2020 election,62,66.0,1
212,W2023,single,33,have a household income over $50K,62,26.0,1
212,W2023,single,34,are White,64,73.0,1
212,W2023,single,35,own a house,65,30.0,1
212,W2023,single,36,have a pet,67,42.0,1
212,W2023,single,37,are Christian,70,62.0,1
212,W2023,single,38,have read a book in the past year,77,31.0,1
212,W2023,single,39,have a household income over $25K,82,38.0,1
